business_name,city,state,total_reviews,avg_stars,positive_review_ratio,doctor_care_score,staff_behavior_score,billing_cost_score,wait_time_score,communication_score,cleanliness_facility_score
Santa Barbara Plastic Surgery Center,Santa Barbara,CA,25,4.0,72.0,0.2,0.44,0.0,0.08,0.16,0.16
Santa Barbara Skin Care,Santa Barbara,CA,45,3.09,53.33,0.0222,-0.0222,-0.0667,-0.0222,-0.1333,-0.0444
Santa Barbara Skin Institute,Santa Barbara,CA,22,3.59,59.09,0.3636,0.1364,-0.1364,0.0909,-0.0455,0.0909
Santa Barbara Wine Spa,Santa Barbara,CA,73,3.56,65.75,0.1096,0.0685,-0.0548,0.0959,-0.0822,0.1096
Santosha,Indianapolis,IN,23,4.57,91.3,0.1739,0.2609,0.0,0.1304,0.087,0.0435
"Sara Yegiyants, MD",Santa Barbara,CA,49,4.67,91.84,0.3469,0.551,-0.0408,0.2041,0.2857,0.3673
Sarah Laser Medspa,Montgomeryville,PA,31,4.45,87.1,0.4839,0.4516,0.129,0.0645,0.1613,0.4194
Satori Laser ® Philadelphia Laser Hair Removal,Philadelphia,PA,113,4.63,89.38,0.3363,0.5664,0.2389,0.2124,0.2124,0.4425
Save-On-Foods,Edmonton,AB,34,3.76,73.53,0.0,0.2647,0.2353,0.1176,-0.0294,0.0294
Saving Face by Amanda,Tucson,AZ,23,4.57,86.96,0.087,0.2609,0.3478,-0.0435,0.1739,0.2174
Schnucks - Arsenal,Saint Louis,MO,56,3.59,62.5,-0.0357,0.3214,-0.0179,0.0536,0.0179,0.125
Schnucks Downtown - Saint Louis,St. Louis,MO,203,3.65,65.02,0.0148,0.1823,0.1379,0.069,0.0,0.0788
Scott Kozak MD,Santa Barbara,CA,20,3.4,60.0,0.15,0.1,-0.05,0.0,-0.1,0.25
See Me Smile Dental & Orthodontics,Santa Barbara,CA,114,4.08,76.32,0.1754,0.5175,0.0263,-0.0351,0.0526,0.307
Select Specialty Hospital,Nashville,TN,48,2.6,37.5,-0.1042,-0.0625,-0.1667,-0.2083,-0.2917,-0.1042
Seminole Heights Community Acupuncture,Tampa,FL,30,4.87,96.67,0.3333,0.4667,0.2,0.2333,0.2,0.3
Serene Nail Spa & Reflexology,Tucson,AZ,32,3.75,68.75,0.0,0.3125,-0.0312,0.0312,-0.0938,0.25
Serenity Salt Cave,Nolensville,TN,31,3.42,58.06,-0.0645,-0.0968,-0.129,-0.0323,0.0323,0.0968
Session Yoga,Tucson,AZ,67,4.64,95.52,0.0448,0.2836,0.1493,0.0597,0.0448,0.194
"Seth Rosen, DDS",Norristown,PA,28,3.68,67.86,0.1786,0.4286,0.1071,0.1429,0.0357,0.2857
Sgt. Nate Fitness,Philadelphia,PA,26,5.0,100.0,0.0769,0.1538,0.0769,0.0385,0.0769,0.0
"Shangold Mona, MD",Philadelphia,PA,66,1.32,4.55,-0.697,-0.6515,-0.4697,-0.4848,-0.4848,-0.6515
Shangri-La Bath & Sauna,Tampa,FL,87,4.28,80.46,0.1264,0.3333,0.069,0.2529,0.092,0.5287
Shanti Medical Spa,Philadelphia,PA,48,3.69,64.58,0.0208,0.1458,0.0625,0.0833,0.0833,0.125
Shanti Yoga and Ayurveda,Philadelphia,PA,40,4.58,92.5,0.05,0.325,0.15,0.1,0.15,0.1
ShenNong Acupuncture and Oriental Medicine,Philadelphia,PA,34,4.21,82.35,0.4118,0.0294,0.0882,0.0294,0.1471,0.1765
Shop Rite - Berlin,Berlin,NJ,32,3.47,59.38,0.0625,0.2188,0.0312,0.0,0.0625,0.125
ShopRite - Philadelphia,Philadelphia,PA,30,3.47,56.67,0.0333,0.1,0.1,0.1667,0.0,0.1667
ShopRite of East Norriton,East Norriton,PA,37,2.62,29.73,0.0,0.027,-0.0811,-0.027,-0.0541,-0.0541
ShopRite of Fox Street,Fox Street,PA,60,3.08,48.33,0.0167,0.05,0.0,0.0333,-0.0833,0.1333
ShopRite of Parkside,Parkside,PA,40,3.3,50.0,0.0,0.225,0.1,0.1,-0.025,0.075
ShopRite of Roxborough,Roxborough,PA,62,2.63,35.48,-0.0484,-0.1129,0.0,-0.0968,-0.0161,-0.0323
Sierra Compounding Pharmacy,Reno,NV,23,3.57,65.22,0.0435,0.4348,-0.0435,0.0,0.0435,0.1304
Sierra Endodontics,Reno,NV,27,4.26,81.48,0.3704,0.5556,0.1481,0.2222,0.2963,0.3333
Sierra Eye Associates,Reno,NV,69,2.74,37.68,-0.1304,-0.1159,-0.0725,-0.1449,-0.087,-0.029
Sierra Neurosurgery Group,Reno,NV,34,2.09,23.53,-0.4118,-0.3235,-0.1765,-0.3529,-0.4706,-0.3235
Sierra Nevada Cosmetic and Laser Surgery,Reno,NV,34,4.56,88.24,0.3824,0.7059,0.0882,0.0882,0.2059,0.3235
Sierra Oral & Facial Surgery,Reno,NV,24,4.62,91.67,0.5,0.7083,0.0417,0.0833,0.1667,0.3333
Sierra Smiles,Reno,NV,77,4.52,84.42,0.4286,0.6883,0.0779,0.1688,0.1429,0.5455
Sierra Tucson,Tucson,AZ,105,2.18,26.67,-0.2857,-0.2667,-0.2952,-0.181,-0.2,-0.2476
Sierra Well,Reno,NV,84,3.19,52.38,0.0,0.1667,0.0476,0.0357,-0.1429,0.0119
Sign of the Tymes Salon,Indianapolis,IN,27,3.96,74.07,0.0741,0.2963,0.1852,0.0,0.0741,0.037
Signature Smiles on Broadway,Tucson,AZ,25,1.72,16.0,-0.52,-0.16,-0.44,-0.12,-0.44,-0.52
Signature Urgent Care,Saint Petersburg,FL,60,4.27,80.0,0.4167,0.5667,0.1,0.1167,0.0667,0.3333
Silvana Cumani  DMD and Associates PC,Philadelphia,PA,63,3.81,69.84,0.0635,0.4286,0.0159,0.0159,-0.0476,0.2063
Silver Sage Center For Family Medicine,Reno,NV,25,2.52,36.0,-0.16,-0.2,-0.16,-0.12,-0.2,-0.24
Silver State Hearing & Balance,Reno,NV,24,4.54,87.5,0.125,0.7083,0.0,0.0833,0.0833,0.25
Silver State Relief,Sparks,NV,104,3.5,56.73,0.0481,0.3173,0.0769,0.0481,0.0385,0.0769
Silverside Medical Aid Unit,Wilmington,DE,20,3.5,65.0,0.35,0.4,0.1,0.1,-0.05,0.0
SimonMed Imaging - Orange Grove,Tucson,AZ,30,1.5,13.33,-0.2667,-0.3,-0.2667,-0.5,-0.4,-0.3
Simply Balanced,Nashville,TN,28,4.79,96.43,0.0,0.2857,0.0357,0.5,0.1071,0.25
Simply Smiles Dentistry,Tucson,AZ,26,3.92,73.08,0.1923,0.5,0.1923,-0.0385,0.2308,0.3846
Sincera Reproductive Medicine,Abington,PA,29,2.59,34.48,-0.2069,-0.1379,-0.2069,-0.069,-0.1034,-0.2414
Six Fishes Healing Arts,Philadelphia,PA,22,4.91,100.0,0.4091,0.3182,0.0909,0.1364,0.1818,0.1818
Skin Appeal,Tucson,AZ,69,4.57,88.41,0.2754,0.3623,0.0725,0.1014,0.2464,0.1159
Skin Cancer & Dermatology Institute,Reno,NV,97,3.56,59.79,0.1856,0.2474,-0.0825,-0.0103,0.0309,0.1031
Skin Care by Erica,Reno,NV,26,5.0,100.0,0.3846,0.5385,0.0385,0.1154,0.1923,0.2692
Skin Essentials,Brentwood,TN,25,4.72,92.0,0.4,0.2,0.2,0.04,0.16,0.2
Skin MB,Nashville,TN,32,4.38,84.38,0.125,0.1875,-0.0312,0.0938,-0.0312,0.125
Skin NV,Tampa,FL,76,4.8,94.74,0.4211,0.5658,0.0395,0.1316,0.2632,0.2237
Skin ReNew,Brentwood,TN,25,2.76,44.0,-0.08,0.08,-0.16,-0.12,-0.16,0.04
Skin Solutions Dermatology,Franklin,TN,40,2.85,47.5,-0.1,0.025,-0.25,-0.025,-0.075,-0.225
Skin Solutions Dermatology,Nashville,TN,20,3.75,70.0,0.05,0.35,-0.15,0.1,0.15,0.1
Skin Spectrum,Tucson,AZ,37,3.84,67.57,0.3514,0.4324,0.0811,0.1892,0.0811,0.1892
SkinRN Aesthetics,Nashville,TN,21,4.71,95.24,0.5238,0.381,0.0476,0.1905,0.2857,0.0952
Skinjectables Anti Aging Bar,Tucson,AZ,169,4.49,86.39,0.1834,0.4438,0.0888,0.1243,0.1716,0.0888
Skinology Skin and Body Studio,Tucson,AZ,34,4.94,100.0,0.2647,0.2353,0.1176,0.2059,0.1176,0.3235
Skinsmart Dermatology & Skin Care Center,Wyndmoor,PA,45,3.31,53.33,0.1556,0.0889,-0.0222,-0.0889,0.0444,-0.0222
Smile Culture Dental,Fairless Hills,PA,64,4.38,87.5,0.2344,0.625,0.1406,0.1562,0.25,0.5312
Smile Design Dentistry - Lithia,Valrico,FL,24,2.29,29.17,-0.125,-0.0833,-0.2917,-0.2917,-0.1667,-0.3333
Smile Design Dentistry - Tampa Downtown,Tampa,FL,24,2.58,41.67,-0.125,0.0,-0.4167,-0.25,-0.1667,-0.2083
Smile Direct Club,Avon,IN,28,4.07,75.0,0.0357,0.4286,0.0714,0.1429,0.3571,0.0714
Smile Direct Club,Nashville,TN,24,1.62,12.5,-0.2917,-0.0833,-0.25,-0.25,-0.25,0.0
Smile Exchange - Malvern,Malvern,PA,34,4.59,88.24,0.2941,0.7059,0.0588,0.1176,0.1471,0.5
Smile Team,Philadelphia,PA,64,4.2,76.56,0.2031,0.2812,-0.0156,0.0312,0.0781,0.25
Smith's,Reno,NV,148,3.56,61.49,0.0203,0.2432,0.1689,0.0405,0.0,0.1892
Smoothie King,Fishers,IN,24,4.21,79.17,0.0417,0.4167,0.125,0.0417,0.0,0.125
Smoothie King,Nashville,TN,54,2.72,35.19,0.0185,0.0,0.037,-0.0926,-0.1296,-0.0185
Snap Fitness,Tucson,AZ,41,3.8,73.17,0.0488,0.3659,-0.0244,0.2927,0.0244,0.3659
Snodgrass-King,Franklin,TN,35,3.4,60.0,0.1143,0.3429,-0.0857,0.0571,-0.1429,0.2286
SoL Cannabis,New Washoe City,NV,60,4.82,95.0,0.1,0.55,0.1333,0.25,0.1,0.2333
Society Hill Dental,Philadelphia,PA,42,4.38,85.71,0.2857,0.6667,-0.0238,0.1429,0.1667,0.3333
Soho Wellness & Med Spa,Tampa,FL,119,4.57,85.71,0.084,0.3782,0.0672,0.1092,0.1176,0.2101
"Solow Steven, DMD",Wynnewood,PA,26,3.58,61.54,-0.0769,0.1923,-0.1154,0.1538,0.1154,-0.0769
Soni Smiles General and Implant Dentistry,Clearwater,FL,20,4.95,100.0,0.45,0.85,0.25,0.55,0.4,0.6
Sonora Behavioral Health Hospital,Tucson,AZ,23,1.3,8.7,-0.5652,-0.6957,-0.6087,-0.4783,-0.7391,-0.5652
Sonrisa Old City Dental,Philadelphia,PA,48,4.9,97.92,0.1875,0.6042,0.125,0.2292,0.2917,0.6042
SoulSpa,Reno,NV,55,4.95,98.18,0.1273,0.1818,0.0364,0.2182,0.1818,0.0909
Soulshine of Tucson,Tucson,AZ,25,4.8,96.0,0.04,0.16,0.08,0.08,0.12,0.2
Sound Stone Massage Spa,St. Louis,MO,43,4.37,83.72,0.093,0.2093,0.0698,0.0465,0.0233,0.186
South Beach Diet,Fort Washington,PA,80,1.18,2.5,-0.1,-0.1,-0.5,-0.1375,-0.2875,-0.05
South Meadows Dental Orthodontics,Reno,NV,25,4.28,76.0,0.36,0.64,0.08,0.04,0.24,0.48
South Philly Barbacoa,Philadelphia,PA,606,4.6,89.77,0.038,0.2211,0.0825,0.2475,0.0561,0.0231
South Philly Community Acupuncture,Philadelphia,PA,50,4.9,98.0,0.44,0.38,0.18,0.22,0.26,0.12
South Philly Day Spa,Philadelphia,PA,32,3.22,46.88,0.0,0.0938,0.0625,0.0312,-0.0625,0.0625
South Tampa Dentistry,Tampa,FL,87,4.39,85.06,0.2184,0.6092,0.1954,0.1379,0.1724,0.3678
South Tampa Immediate Care,Tampa,FL,66,2.82,42.42,-0.0606,0.0303,-0.0606,-0.0303,-0.1212,0.0758
South Tampa Smiles,Tampa,FL,31,3.81,67.74,0.0645,0.4839,-0.129,0.1935,0.0323,0.2581
Southampton Dental,Saint Louis,MO,21,4.76,95.24,0.4286,0.6667,0.1429,0.381,0.3333,0.5714
Southern Arizona Endodontics,Tucson,AZ,36,4.47,88.89,0.4722,0.6389,0.0833,0.25,0.3056,0.3333
Southern Arizona Integrated Therapies,Tucson,AZ,24,2.96,45.83,-0.125,0.25,-0.0417,-0.0833,0.0833,0.0417
Southern Arizona Urgent Care,Oro Valley,AZ,171,4.23,78.95,0.5146,0.5263,0.0175,0.2164,0.1462,0.3626
Southern Arizona Urgent Care,Tucson,AZ,277,4.36,83.03,0.6282,0.5271,0.0542,0.231,0.1372,0.3646
Southern Arizona VA Health Care Systems,Tucson,AZ,42,3.24,59.52,0.1429,0.119,0.0,0.0714,-0.0476,0.119
Southern California Reproductive Center,Santa Barbara,CA,27,3.37,59.26,0.0741,0.2222,-0.1852,-0.037,0.1481,0.1481
Southwest Idaho Ear Nose and Throat,Boise,ID,23,4.22,86.96,0.4783,0.6087,-0.0435,0.1739,0.4348,0.2174
Southwest Kids Dentistry,Tucson,AZ,42,4.79,95.24,0.3095,0.8095,0.0476,0.119,0.1667,0.6667
Southwest Shoulder Elbow & Hand Center,Tucson,AZ,23,2.74,39.13,-0.1304,-0.2609,-0.2609,-0.1304,-0.2609,-0.2609
Spa Aria,New Orleans,LA,85,4.2,78.82,0.0941,0.3765,0.1059,0.1412,0.0118,0.1412
Spa Atlantis,New Orleans,LA,134,4.09,75.37,0.0896,0.306,0.1045,0.1791,0.0448,0.2164
Spa Daze,Tucson,AZ,52,4.77,94.23,0.25,0.3846,0.0192,0.1538,0.1154,0.2115
Spa Evangeline,Tampa,FL,41,3.73,63.41,0.1951,0.122,-0.1707,0.0488,-0.0244,0.2439
Spa Haus Nashville,Nashville,TN,168,4.82,96.43,0.2798,0.4405,0.1071,0.2202,0.1905,0.2381
Spa Revive,Kenner,LA,34,1.68,17.65,-0.0588,-0.2941,-0.1471,-0.4118,-0.3824,-0.1765
Spa Savoir Faire,New Orleans,LA,47,4.85,97.87,0.1702,0.3404,0.0426,0.1915,0.0426,0.1064
Spa Solai - 6th,Tucson,AZ,43,4.53,90.7,0.1628,0.3488,0.093,0.1163,0.1395,0.2558
Spa Solai - Skyline,Tucson,AZ,66,4.12,77.27,0.1212,0.303,0.1061,0.1364,0.0606,0.2273
Spa Zeeba,New Orleans,LA,64,3.05,54.69,-0.0156,-0.0469,0.0156,0.0,-0.1562,-0.1406
Spa ZenAura Massage,Tampa,FL,21,4.43,85.71,0.0952,0.3333,0.1429,-0.0476,0.0476,0.2857
Spanish Springs Modern Dentistry,Sparks,NV,77,2.99,48.05,0.013,0.0519,-0.1948,-0.0519,-0.013,-0.026
Sparks Marina Dentistry,Sparks,NV,46,3.37,58.7,0.1304,0.2391,0.0435,-0.0217,0.0435,0.1304
Sparks Massage and Reflexology,Sparks,NV,67,3.43,59.7,0.0299,0.0149,-0.0299,-0.0299,-0.1194,0.0299
Spasation Salon & Spa,Edmonton,AB,34,2.59,38.24,-0.0294,0.0294,-0.2059,-0.0882,-0.0882,-0.0882
Spasation Salon & Spa,Sherwood Park,AB,23,2.91,47.83,-0.0435,0.1304,-0.1304,-0.087,-0.087,-0.087
Spavia Nashville,Nashville,TN,47,4.53,89.36,0.1489,0.4043,0.0638,0.1277,-0.0213,0.383
Specialists in Dermatology,Tucson,AZ,100,2.05,25.0,-0.36,-0.18,-0.28,-0.29,-0.34,-0.33
Spectrum Eyeglass Repair,St. Louis,MO,30,4.57,90.0,0.0333,0.0333,0.6,0.2667,0.1667,0.0
Spine Nevada,Reno,NV,75,2.83,44.0,-0.0133,-0.0533,-0.0933,-0.16,0.0267,-0.0133
Spring Reflexology Center,Philadelphia,PA,43,4.19,79.07,0.093,0.093,0.1628,0.0465,0.0698,0.1163
Springfield Psychological,Springfield,PA,42,1.33,4.76,-0.4762,-0.5714,-0.4048,-0.4048,-0.4524,-0.3333
Springfield YMCA,Springfield,PA,43,2.81,41.86,-0.093,-0.0698,-0.1163,0.093,-0.0233,-0.1395
Spruce Internal Medicine,Philadelphia,PA,34,2.94,38.24,-0.0294,-0.0588,-0.0588,0.0588,-0.1471,0.0
St Charles Vision,New Orleans,LA,51,3.16,52.94,0.0588,0.2157,-0.0392,-0.1176,-0.0392,-0.0588
St Francis Hospital & Health Centers,Indianapolis,IN,34,2.12,26.47,-0.1471,-0.2941,-0.1471,-0.3529,-0.2353,-0.2647
St Joseph Hospital - St Charles,Saint Charles,MO,22,2.32,31.82,-0.2727,-0.2727,-0.2273,-0.2727,-0.2727,-0.0455
St Louis County & Yellow Taxi,St. Louis,MO,113,3.15,51.33,-0.0442,0.1062,-0.0442,-0.0619,-0.1681,0.0265
St Luke's Boise Medical Center,Boise,ID,56,2.82,46.43,-0.0714,0.0357,-0.1607,-0.1429,-0.1071,0.1429
St Luke's Hospital,Chesterfield,MO,47,3.68,68.09,0.3191,0.4468,-0.0426,-0.0426,0.0213,0.1702
St Mary Medical Center,Langhorne,PA,114,2.32,31.58,-0.193,-0.1754,-0.193,-0.2632,-0.2895,-0.2281
St Thomas Community Health Center,New Orleans,LA,31,3.58,61.29,0.1613,0.2258,0.0645,-0.1613,-0.1613,0.0645
St. Anthony's Hospital,Saint Petersburg,FL,53,3.04,47.17,0.0566,0.0189,-0.0943,-0.0377,-0.1132,-0.0566
St. Elizabeth's Hospital,O'Fallon,IL,31,1.97,22.58,-0.2903,-0.2581,-0.1935,-0.3226,-0.3226,-0.2258
St. Joseph's Hospital,Tampa,FL,74,2.27,32.43,-0.1351,-0.0541,-0.2432,-0.3649,-0.2703,-0.1216
St. Joseph's Hospital - North,Lutz,FL,45,3.11,46.67,0.0222,0.0667,-0.1778,-0.1333,-0.1778,0.0
St. Joseph's Hospital - South,Riverview,FL,46,3.35,58.7,0.1087,0.2609,-0.087,0.0217,-0.0435,0.1957
St. Joseph's Women's Hospital,Tampa,FL,34,3.91,76.47,0.3824,0.4412,0.1765,0.1765,0.1176,0.3235
"St. Louis County Dental  Grayem, Brace & Associates",Saint Louis,MO,44,4.43,86.36,0.2273,0.4091,0.0227,0.1136,0.0,0.3636
St. Louis Pediatric Dentistry,Saint Louis,MO,32,3.88,71.88,0.0,0.4688,0.0,0.2812,-0.0312,0.3125
St. Luke's Cataract & Laser Institute,Tarpon Springs,FL,28,3.36,57.14,0.0,0.1071,-0.1786,-0.1786,-0.1429,-0.0357
St. Luke’s Meridian Medical Center,Meridian,ID,34,2.38,35.29,-0.2941,-0.2941,-0.2059,-0.2941,-0.2059,-0.1176
St. Pete Bicycle & Fitness,Largo,FL,57,4.68,92.98,0.1404,0.5088,0.2281,0.1404,0.1404,0.0526
St. Pete Community Acupuncture,St. Petersburg,FL,26,4.77,96.15,0.3462,0.2692,0.1538,0.3077,0.2692,0.2308
St. Petersburg General Hospital,St. Petersburg,FL,31,2.71,38.71,-0.0323,0.0323,-0.1613,-0.1613,-0.0968,0.0645
St. Vincent Carmel Hospital,Carmel,IN,47,3.38,61.7,0.1489,0.234,0.0426,0.0,-0.1277,0.0213
St. Vincent Indianapolis - Hospital & Health Care Center,Indianapolis,IN,49,3.22,53.06,0.0612,0.0408,0.0,-0.0816,-0.0612,-0.1224
StandOut Resumes,Philadelphia,PA,37,4.92,97.3,0.2703,0.6216,0.1351,0.1622,0.3514,0.0
StatMed Urgent Care Clinic,Clearwater,FL,48,4.27,79.17,0.5417,0.6458,0.0625,0.2083,0.1875,0.375
Stellar Chiropractic,Phoenixville,PA,29,5.0,100.0,0.4138,0.2414,0.3103,0.3103,0.1034,0.1724
Sterling Primary Care - Centennial Campus,Nashville,TN,31,4.0,74.19,0.2258,0.3548,-0.0323,0.0645,0.129,0.2258
"Steven Rice, DDS",Philadelphia,PA,58,4.74,94.83,0.2586,0.7069,0.2414,0.2241,0.2931,0.6724
Stokes Pharmacy,Mount Laurel,NJ,46,2.22,26.09,-0.1304,-0.0435,-0.2826,-0.2391,-0.1957,-0.0435
Stoll Medical Group,Philadelphia,PA,129,4.04,75.19,0.4884,0.3798,-0.0698,0.1395,0.155,0.2093
Stoney Batter Family Medicine,Wilmington,DE,27,1.41,11.11,-0.6667,-0.5556,-0.2593,-0.2222,-0.3704,-0.5185
Stratman Family Dentistry,Tucson,AZ,23,2.43,34.78,-0.1739,-0.0435,-0.2609,-0.087,-0.1304,-0.2174
Strella Medical Aesthetics,Lower Gwynedd,PA,37,3.57,64.86,0.1622,0.3243,0.027,-0.1351,-0.0811,0.0541
"Stuart R Winthrop, MD",Santa Barbara,CA,71,4.56,88.73,0.2676,0.7042,0.0,0.1831,0.2958,0.1972
Studio 34,Philadelphia,PA,49,4.51,91.84,0.0408,0.3469,0.1837,0.3265,0.0612,0.1633
Studio Branca,Creve Coeur,MO,53,3.4,62.26,0.0943,-0.0189,0.0377,0.0,0.0,0.0377
"Studio Dental, PLLC - Athena Storey, DDS",Oro Valley,AZ,23,4.61,91.3,0.3478,0.6522,0.1739,0.1304,0.1739,0.6087
Sufei Spa,Chesterfield,MO,23,3.96,73.91,0.0435,0.3913,0.1739,0.0,-0.087,0.2174
Sugar Salon and Medical Spa,Reno,NV,84,3.71,66.67,0.2619,0.2738,0.0119,0.0238,0.0,0.119
Sullivan Dental Partners,Brentwood,TN,28,4.89,96.43,0.3929,0.5,0.0357,0.3571,0.25,0.4643
Summit Acupuncture Philadelphia,Philadelphia,PA,25,4.84,96.0,0.48,0.12,-0.04,0.0,0.48,0.36
Summit Pediatrics,Reno,NV,31,2.97,51.61,-0.0645,0.0,-0.2258,-0.1613,-0.0968,-0.0968
Summit Spine and Wellness,Philadelphia,PA,31,4.77,93.55,0.3548,0.4839,0.0323,0.0645,0.1935,0.3548
Sun Valley Skin Center,Boise,ID,24,2.58,37.5,-0.375,-0.1667,-0.0833,-0.0417,-0.4167,-0.25
Suncoast Skin Solutions,Largo,FL,27,4.15,77.78,0.3704,0.5185,0.1111,0.1111,0.1481,0.3704
Suncoast Urgent Care,New Port Richey,FL,32,2.72,43.75,0.0625,0.0312,0.0,-0.1562,-0.0625,-0.0312
Sunflower Massage Studio,St. Louis,MO,44,4.14,77.27,0.0682,0.2273,0.0682,0.0682,0.0455,0.1818
Sunny Massage,Nashville,TN,75,4.45,86.67,0.1067,0.4,0.1867,0.1333,0.0,0.3333
Sunny Smiles Dentistry for Children and Young Adults,Santa Barbara,CA,34,4.76,94.12,0.3824,0.6471,-0.0294,0.2647,0.2941,0.5882
Sunrise Massage & Spa,Saint Louis,MO,29,3.38,58.62,0.0345,0.1379,0.1724,-0.069,-0.1034,0.1034
Sunrise Salt Cave,Ballwin,MO,56,3.68,64.29,-0.0179,0.0893,0.1429,0.0357,-0.0357,0.125
Sunsation Tanning Salon,Sparks,NV,51,4.43,86.27,0.0784,0.549,0.1569,0.0588,0.1765,0.2549
Sunshine Foot Spa,Tampa,FL,108,4.24,79.63,0.0556,0.1759,0.1389,0.1204,0.0278,0.2778
Sunshine Massage Spa,Meridian,ID,26,3.88,73.08,0.0,0.2692,0.2692,0.0385,-0.0769,0.2692
Super Acucare Inc,Philadelphia,PA,50,4.3,82.0,0.36,0.24,0.08,0.14,0.1,0.22
Super Asian Massage,Tucson,AZ,25,4.08,76.0,0.08,0.32,0.2,0.12,0.16,0.08
Supplement Superstore,Brentwood,MO,24,4.5,83.33,0.125,0.625,0.4167,0.125,0.4167,0.0833
Surterra Wellness - Tampa,Tampa,FL,23,3.74,56.52,0.1739,0.3478,0.0,0.087,0.0435,0.1304
"Susan C Taylor , MD",Philadelphia,PA,41,1.9,19.51,-0.561,-0.1951,-0.1463,-0.439,-0.1707,-0.3659
"Susanne Ramos, MD",Santa Barbara,CA,26,4.0,73.08,0.4231,0.1154,-0.0769,-0.0385,0.1538,0.1538
Sweat Fitness,Conshohocken,PA,23,2.65,21.74,-0.0435,0.0435,-0.087,-0.1304,-0.1304,-0.087
Sweat Fitness,Philadelphia,PA,144,2.52,34.03,-0.0278,0.0139,-0.1667,-0.0625,-0.1181,-0.0139
Sweet Treat Hut,Philadelphia,PA,44,4.68,95.45,0.0,0.2955,0.0909,0.1591,0.0455,0.2045
Sweetwater Pain and Spine,Reno,NV,37,3.78,67.57,0.2703,0.2973,-0.0541,0.0541,0.0811,0.2432
Swift Urgent Clinic,Sparks,NV,22,5.0,100.0,0.7727,0.7727,0.0,0.4545,0.4091,0.4091
Symmetry Acupuncture,Reno,NV,25,5.0,100.0,0.52,0.28,0.08,0.12,0.16,0.24
Szechwan Garden,Indianapolis,IN,328,3.9,71.95,0.003,0.1524,0.0854,0.1738,0.0244,0.0762
TEC Endodontics,Philadelphia,PA,42,4.71,92.86,0.2857,0.6905,0.0714,0.2381,0.5238,0.4048
TGH Brandon Healthplex,Tampa,FL,22,2.95,50.0,0.0,0.0,-0.2273,-0.1818,-0.1818,0.0455
TGH Urgent Care powered by Fast Track,Riverview,FL,49,2.78,44.9,-0.2245,0.0204,-0.1224,-0.2449,-0.1633,-0.1224
TGH Urgent Care powered by Fast Track,Tampa,FL,222,3.57,62.61,0.2477,0.3198,-0.009,0.0405,-0.0225,0.2342
TGH Urgent Care powered by Fast Track,Wesley Chapel,FL,22,3.55,63.64,0.2273,0.3182,0.0,0.1364,-0.1818,0.0909
TITLE Boxing Club,Nashville,TN,22,4.41,86.36,0.0,0.3182,0.0455,0.0,0.2273,0.2727
TLC Laser Eye Centers,Indianapolis,IN,20,4.55,90.0,0.4,0.65,0.1,0.15,0.45,0.2
TLC Laser Eye Centers,Tampa,FL,27,4.67,88.89,0.4444,0.6296,0.0741,0.1852,0.4074,0.2222
TN Juice Bar,Hendersonville,TN,90,1.14,2.22,-0.0111,-0.0667,-0.3111,-0.4111,-0.2333,-0.4
Tai Chi Bodywork Center,Philadelphia,PA,60,4.0,75.0,0.0333,0.1,0.2,0.1667,0.0,0.25
Tai Chi Foot Massage,Pinellas Park,FL,31,4.61,87.1,0.0645,0.0645,0.1613,0.1613,-0.0323,0.4194
Taiji AcuCare,Springfield,PA,58,4.53,91.38,0.0862,0.069,0.3621,0.1034,0.0862,0.2069
Tampa Bay Endoscopy Center,Tampa,FL,23,3.48,60.87,0.0,0.3478,-0.2174,-0.1304,-0.087,0.087
Tampa Eye Clinic,Tampa,FL,23,3.0,47.83,-0.087,0.1739,-0.1304,-0.1304,-0.0435,-0.0435
Tampa Floats Wellness Center,Tampa,FL,42,4.86,97.62,0.0238,0.381,0.0714,0.1667,0.2619,0.6667
Tampa General Hospital,Tampa,FL,158,2.91,48.73,0.0949,0.1203,-0.019,-0.1203,-0.038,-0.038
Tampa Lice Removal,Tampa,FL,25,5.0,100.0,0.36,0.44,0.32,0.32,0.2,0.04
Tampa Rejuvenation - South,Tampa,FL,42,3.05,50.0,-0.1667,0.2143,-0.2619,-0.0476,-0.0952,-0.0476
Tampa Urgent Care,Tampa,FL,30,3.8,66.67,0.3,0.3,-0.1,0.1,0.0333,0.0
Tangerine Dental Group,Oro Valley,AZ,44,3.0,47.73,0.0909,0.2955,-0.1364,-0.0682,-0.0227,-0.0455
Tanque Verde Pediatrics,Tucson,AZ,35,4.83,94.29,0.7143,0.6571,0.0286,0.2571,0.4286,0.4571
Tantra Hair Salon,King of Prussia,PA,38,4.03,76.32,0.0526,0.2105,0.0789,-0.0263,0.0789,0.1842
Tao Massage Spa,Clearwater,FL,57,4.6,89.47,0.0351,0.2105,0.1228,0.0526,0.0526,0.1053
Tao Spa,New Orleans,LA,90,3.49,61.11,0.0444,0.0,-0.0556,0.0111,-0.0778,0.1333
Taormina's Pizzeria & Trattoria,Lansdale,PA,21,3.48,66.67,-0.0476,0.3333,0.1905,-0.0476,-0.0476,-0.0476
Taylor Hospital,Ridley Park,PA,22,2.09,27.27,-0.2727,-0.1364,-0.2273,-0.3636,-0.1818,-0.3636
